#{"t_start": 1733096099.8957553, "env_id": "None"}
r,l,t
-95.19769,512,1911.596983
-51.13235,512,1913.138456
-114.6601,512,1913.138507
-144.59464,512,1913.138518
-53.22665,512,1913.138526
-69.88033,512,1913.138534
-174.71245,512,1913.138542
-93.77077,512,1913.66569
-102.63275,512,1962.78733
-105.273,512,1964.298665
-149.4489,512,1964.29872
-141.21657,512,1964.29873
-88.72601,512,1964.298739
-91.8983,512,1964.298747
-185.37462,512,1964.298754
-122.13467,512,1964.825544
-36.594975,325,1972.499681
-0.17051435,8,1973.000528
-93.98025,512,1976.621801
-95.42238,512,1978.104145
-106.06949,512,1978.104193
-127.04618,512,1978.104204
-101.7344,512,1978.104213
-101.83331,512,1978.104221
-111.83732,512,1978.6299
-52.22779,512,1986.772298
-103.096756,512,1990.478375
-84.40148,512,1991.925558
-72.761086,512,1991.925609
-134.33067,512,1991.92562
-165.86418,512,1991.925628
-77.33339,512,1991.925636
-67.66352,512,1992.448247
-71.06309,512,2000.336396
-104.98306,512,2003.917856
-119.87966,512,2005.359683
-72.07789,512,2005.359734
-109.10798,512,2005.359745
-213.91426,512,2005.359754
-74.363365,512,2005.359762
-49.583534,512,2005.896163
-63.549957,512,2013.917366
-67.76785,512,2017.605156
-101.93007,512,2019.148501
-71.73791,512,2019.148554
-143.7891,512,2019.148565
-162.58813,512,2019.148573
-72.274666,512,2019.148582
-86.03009,512,2019.682521
-112.2956,512,2027.625181
-79.53355,512,2031.215573
-102.947495,512,2032.686604
-75.80265,512,2032.686653
-144.93323,512,2032.686664
-77.314674,512,2032.686673
-62.79525,512,2032.686681
-91.97501,512,2033.224689
-109.635155,512,2041.128504
-69.721634,512,2044.745878
-90.60081,512,2046.247159
-64.27965,512,2046.247226
-145.29239,512,2046.247242
-55.974422,512,2046.247254
-64.106476,512,2046.247266
-81.1876,512,2046.786409
-99.95378,512,2054.765529
-63.253647,512,2058.284087
-93.90446,512,2059.749513
-61.346928,512,2059.749565
-144.61269,512,2059.749576
-93.42981,512,2059.749585
-69.878746,512,2059.749593
-83.255684,512,2060.272402
-97.4813,512,2068.162556
-60.977177,512,2071.731738
-133.06963,512,2073.18443
-64.71503,512,2073.184479
-130.32681,512,2073.184491
-89.4659,512,2073.1845
-58.75424,512,2073.184508
-73.68552,512,2073.71644
-147.66908,512,2081.775483
-78.584175,512,2085.338654
-165.14467,512,2086.786719
-40.686108,512,2086.78677
-86.278824,512,2086.786781
-87.54537,512,2086.786789
-84.10361,512,2086.786797
-124.2273,512,2087.320637
-173.61244,512,2095.148318
-84.18579,512,2098.692906
-54.304165,512,2100.160872
-61.80897,512,2100.160928
-131.74513,512,2100.160939
-80.74244,512,2100.160947
-112.9959,512,2100.160955
-184.15747,512,2100.716287
-150.264,512,2108.8602
-72.47103,512,2112.463245
-70.24849,512,2113.917728
-51.136913,512,2113.917781
-101.19735,512,2113.917792
-77.321526,512,2113.9178
-63.434174,512,2113.917808
-154.9899,512,2114.437858
-123.620125,512,2160.627099
0.4528463,3,2161.022133
0.45672566,3,2161.417224
-67.87893,512,2164.907007
-64.41774,512,2166.402812
-78.37582,512,2166.40287
-94.97285,512,2166.40288
-76.9051,512,2166.402889
-68.57119,512,2166.402898
-141.34357,512,2166.946906
-111.36658,512,2175.143084
-63.019142,512,2178.548713
-107.367226,512,2179.979369
-87.3905,512,2179.97942
-53.05071,512,2179.979431
-59.76158,512,2179.979439
-66.15493,512,2179.979447
-98.31391,512,2180.514088
-88.30328,512,2188.610343
-61.938538,512,2192.036649
-143.40295,512,2193.521252
-79.6247,512,2193.521301
-60.277264,512,2193.521312
-72.12536,512,2193.52132
-127.52038,512,2193.521328
-114.8614,512,2194.063848
-147.43369,512,2202.310654
-62.203403,512,2205.74313
-125.70325,512,2207.18484
-86.821785,512,2207.18489
-110.52242,512,2207.184901
-67.07252,512,2207.18491
-143.16551,512,2207.184918
-127.221825,512,2207.709258
-141.92195,512,2215.708007
-52.873394,512,2219.102747
-47.801167,512,2220.51497
-100.55847,512,2220.515022
-88.32965,512,2220.515033
-70.055046,512,2220.515042
-99.02399,512,2220.51505
-113.56287,512,2221.047899
-136.40623,512,2229.342638
-83.045105,512,2232.740315
-65.639,512,2234.178801
-92.86755,512,2234.178854
-89.518456,512,2234.178866
-69.97118,512,2234.178875
-79.66444,512,2234.178883
-69.337395,512,2234.707836
-111.72217,512,2242.770903
-77.79607,512,2246.230648
-92.14799,512,2247.666065
-58.772224,512,2247.666117
-92.19708,512,2247.66613
-71.224915,512,2247.666138
-66.60022,512,2247.666147
-71.52515,512,2248.196997
-67.50904,512,2256.382631
-68.61621,512,2259.911538
-147.08824,512,2261.326533
-57.78741,512,2261.326585
-88.6155,512,2261.326595
-70.074486,512,2261.326604
-64.634125,512,2261.326612
-87.65088,512,2261.859781
-62.40104,512,2269.996715
-75.452156,512,2273.447879
-139.39594,512,2274.916631
-57.902573,512,2274.916682
-89.912636,512,2274.916693
-72.59316,512,2274.916703
-63.75992,512,2274.916713
-84.918045,512,2275.451234
-34.98148,512,2283.498882
-96.84151,512,2286.931162
-45.813347,512,2288.379902
-62.48545,512,2288.379957
-74.594315,512,2288.379969
-67.44167,512,2288.379979
-62.751816,512,2288.379988
-114.00977,512,2288.905703
-32.545815,512,2297.02044
-100.92546,512,2300.488033
-69.03922,512,2301.989398
-62.435455,512,2301.989447
-62.456787,512,2301.989457
-65.84608,512,2301.989465
-62.67836,512,2301.989474
-91.707214,512,2302.509356
-93.71599,512,2310.687107
-61.009937,512,2314.203161
-77.2994,512,2315.708619
-88.84279,512,2315.708674
-74.00085,512,2315.708685
-65.63641,512,2315.708694
-66.26934,512,2315.708702
-157.27895,512,2316.261777
-124.5485,512,2362.335583
-58.57354,512,2365.73151
-120.40612,512,2367.161895
-133.0949,512,2367.161948
-60.636787,512,2367.161959
-106.23667,512,2367.161968
-51.1002,512,2367.161976
-84.62742,512,2367.697236
-124.221954,512,2375.774823
-44.67504,512,2379.284492
-117.38819,512,2380.779447
-97.587975,512,2380.779499
-75.85946,512,2380.77951
-86.121155,512,2380.779518
-59.389854,512,2380.779526
-56.075592,512,2381.311395
-130.70705,512,2389.353757
-98.06922,512,2392.774336
-161.76744,512,2394.201253
-87.88292,512,2394.201304
-109.64264,512,2394.201316
-85.22687,512,2394.201324
-62.698112,512,2394.201333
-78.92552,512,2394.730793
-134.3085,512,2402.70613
-37.83059,400,2404.463356
0.44500613,9,2405.011275
0.44971937,8,2405.526571
0.43024236,8,2406.050147
0.41195762,8,2406.563239
0.38871145,8,2407.076585
-74.85894,512,2408.132742
-140.41577,512,2409.576136
-87.88163,512,2409.576193
-84.500046,512,2409.576204
-59.31548,512,2409.576212
-83.55191,512,2410.100581
-80.146774,512,2418.290572
-84.24314,512,2421.064204
-59.802452,512,2422.085378
-79.58156,512,2423.477989
-86.37729,512,2423.478043
-83.08231,512,2423.478057
-76.5819,512,2423.478066
-72.36602,512,2424.00454
-68.87725,512,2432.065995
-101.23588,512,2434.832731
-122.03864,512,2435.88659
-80.18601,512,2437.288352
-87.74545,512,2437.288402
-118.96282,512,2437.288413
-77.16411,512,2437.288421
-82.543396,512,2437.853786
-77.71865,512,2445.919034
-69.948074,512,2448.667758
-93.38444,512,2449.678673
-71.81942,512,2451.058892
-86.47001,512,2451.058947
-74.13972,512,2451.058959
-68.75026,512,2451.058968
-82.91991,512,2451.602386
-105.03782,512,2459.642718
-61.666515,512,2462.376274
-72.99638,512,2463.416857
-71.00745,512,2464.862452
-86.470955,512,2464.862503
-98.28308,512,2464.862514
-62.465374,512,2464.862523
-85.99445,512,2465.410559
-108.83695,512,2473.607098
-49.828197,512,2476.289593
-63.263496,512,2477.307219
-85.46165,512,2478.660861
-87.789955,512,2478.660911
-131.6306,512,2478.660922
-60.98517,512,2478.660931
-79.33573,512,2479.189083
-147.15022,512,2487.176374
-116.33497,512,2489.872416
-38.8875,512,2490.885157
-103.149376,512,2492.257
-100.96131,512,2492.257057
-98.35411,512,2492.257071
-60.67684,512,2492.257082
-111.462944,512,2492.814239
-149.59012,512,2501.046739
-136.1547,512,2503.791636
-35.77755,512,2504.816478
-103.29258,512,2506.196218
-95.716934,512,2506.19627
-56.474678,512,2506.196282
-60.848103,512,2506.19629
-74.11314,512,2506.722786
-178.11964,512,2514.815101
-132.64009,512,2517.514152
-60.65442,512,2518.519961
-114.63593,512,2519.90247
-56.080994,512,2519.902523
-77.32326,512,2519.902534
-59.032055,512,2519.902546
-75.78351,512,2520.428836
-213.1142,512,2528.602091
-132.44312,512,2569.585166
-69.986115,512,2570.597092
-121.70118,512,2571.965838
-50.242306,512,2571.965899
-99.764305,512,2571.965914
-41.770573,512,2571.965927
-90.50506,512,2572.512469
-173.27927,512,2580.545119
-126.53262,512,2583.216938
-93.033646,512,2584.26825
-75.53384,512,2585.687484
-71.82499,512,2585.687543
-138.73254,512,2585.687553
-50.6707,512,2585.687561
-83.81176,512,2586.229607
-59.98623,512,2594.317896
-104.08524,512,2596.986109
-156.10396,512,2598.00772
-98.66928,512,2599.390056
-83.863884,512,2599.39011
-140.85959,512,2599.390121
-57.84466,512,2599.39013
-65.55275,512,2599.912016
-62.52701,512,2607.947222
-86.37504,512,2610.6347
-124.4863,512,2611.652857
-88.5583,512,2613.05268
-85.792694,512,2613.052739
-105.75911,512,2613.05275
-79.65785,512,2613.052759
-60.690216,512,2613.578186
-111.18771,512,2621.774548
-70.51454,512,2624.492158
-74.77412,512,2625.508745
-64.57295,512,2626.878738
-111.40421,512,2626.878807
-58.71296,512,2626.878822
-119.986755,512,2626.878835
-71.895935,512,2627.422129
-130.04988,512,2635.366042
-101.100395,512,2638.055555
-60.35584,512,2639.09463
-60.884037,512,2640.479226
-125.17936,512,2640.479283
-59.101387,512,2640.479294
-118.9495,512,2640.479302
-84.32401,512,2641.013858
-79.64961,512,2649.274301
-37.410282,512,2651.987
-43.79777,512,2653.008081
-28.785889,512,2654.402331
-102.64553,512,2654.402402
-93.90128,512,2654.402416
-71.72621,512,2654.402428
-79.910126,512,2654.933464
-61.810818,512,2662.950433
-34.574505,512,2665.672832
-55.01282,512,2666.682213
-42.784794,512,2668.052104
-94.71965,512,2668.052153
-150.74043,512,2668.052164
-84.43704,512,2668.052173
-87.85007,512,2668.579731
-67.76393,512,2676.783096
-49.541737,512,2679.495202
-37.53123,512,2680.505595
-124.385086,512,2681.888138
-90.91074,512,2681.888189
-121.64547,512,2681.8882
-77.25284,512,2681.888209
-87.85096,512,2682.413155
-124.46895,512,2690.363109
-76.45608,512,2693.048902
-32.636337,512,2694.063318
-161.85548,512,2695.443536
-87.68317,512,2695.443594
-182.96278,512,2695.443606
-85.77902,512,2695.443615
-86.45425,512,2695.976169
-123.37829,512,2704.047069
-120.76461,512,2706.750642
-35.48886,512,2707.784906
-154.96143,512,2709.176018
-86.1815,512,2709.176071
-150.00688,512,2709.176082
-114.41771,512,2709.176091
-87.52642,512,2709.706788
-91.62635,512,2717.720419
-103.58205,512,2720.388603
-71.09152,512,2721.407666
-129.77524,512,2722.84787
-107.97555,512,2722.847927
-83.52771,512,2722.847938
-182.72359,512,2722.847946
-91.306015,512,2723.390502
-92.08343,512,2731.352951
-82.02554,512,2734.063007
-86.30077,512,2773.359961
-127.66921,512,2774.743708
-149.23972,512,2774.743761
-130.5218,512,2774.743772
-95.01079,512,2774.74378
-92.85784,512,2775.296237
-85.12031,512,2783.28559
-41.90162,512,2785.982466
-79.37213,512,2787.001843
-97.06611,512,2788.361499
-92.93547,512,2788.361549
-194.05382,512,2788.36156
-57.64679,512,2788.361569
-92.500404,512,2788.892087
-80.270744,512,2797.108947
-96.82655,512,2799.80588
-87.11615,512,2800.808178
-75.903465,512,2802.209957
-123.47559,512,2802.210012
-243.27422,512,2802.210023
-86.77082,512,2802.210032
-129.97585,512,2802.73401
-80.72828,512,2810.716313
-85.77672,512,2813.396646
-86.688095,512,2814.415366
-86.04122,512,2815.772458
-129.38362,512,2815.772508
-198.69337,512,2815.772519
-71.4962,512,2815.772529
-152.04443,512,2816.306044
-77.091156,512,2824.31297
-126.526825,512,2827.017764
-68.541435,512,2828.0368
-116.96791,512,2829.424502
-84.22294,512,2829.424552
-104.12573,512,2829.424564
-69.48154,512,2829.424572
-154.47498,512,2829.951686
-93.835884,512,2838.001106
-168.02658,512,2840.71375
-71.221504,512,2841.744591
-96.90052,512,2843.154006
-55.20093,512,2843.154058
-71.38409,512,2843.154069
-76.60482,512,2843.154077
-137.14622,512,2843.680039
-65.03888,512,2851.666848
-106.67229,512,2854.382403
-68.63397,512,2855.398461
-105.84907,512,2856.751325
-62.874424,512,2856.751379
-132.14058,512,2856.75139
-28.658207,512,2856.751398
-105.360954,512,2857.283158
-8.283369,300,2864.331753
0.38194764,6,2864.785863
0.3770753,6,2865.261516
0.38593686,6,2865.713364
0.37382895,6,2866.169298
-49.764847,512,2866.848136
-93.96307,512,2869.542053
-87.26989,512,2870.558089
-108.59607,512,2871.902781
-61.31495,512,2871.902832
-138.91551,512,2871.902843
-110.703804,512,2872.42023
-41.185387,512,2880.121296
-54.041286,512,2880.802062
-66.940895,512,2883.546391
-73.13333,512,2884.596797
-58.84609,512,2885.975613
-68.417366,512,2885.97567
-93.831535,512,2885.975682
-77.319725,512,2886.542548
-79.27597,512,2894.215221
-58.85498,512,2894.89045
-68.36956,512,2897.581692
-62.72318,512,2898.602244
-50.254303,512,2899.93535
-52.50831,512,2899.935403
-50.554775,512,2899.935414
-63.107258,512,2900.472385
-63.65026,512,2908.099368
-56.940975,512,2908.768168
-72.844765,512,2911.474555
-60.485943,512,2912.499291
-63.342224,512,2913.88291
-54.707783,512,2913.882961
-61.56821,512,2913.882972
-65.01385,512,2914.427943
-39.720898,512,2922.172748
-56.17326,512,2922.838037
-84.28694,512,2925.535123
-84.35691,512,2926.553031
-94.75183,512,2927.889216
-38.974648,512,2927.889266
-88.86732,512,2927.889277
-99.099464,512,2928.420198
-70.556595,512,2936.090701
-57.259193,512,2936.752682
-78.79607,512,2939.441318
-84.42848,512,2940.501334
-88.129105,512,2941.8454
-58.750694,512,2941.845451
-88.59388,512,2941.845462
0.16942888,5,2942.284011
-86.04343,512,2942.707308
0.1660623,5,2943.05656
0.1771639,5,2943.504837
0.17407787,5,2943.944017
0.17551118,5,2944.382741
-2.6181698,64,2984.73299
-0.52824783,18,2985.468903
-82.72138,512,2990.769835
-54.177406,512,2991.430873
-77.06271,512,2994.113875
-54.557392,512,2995.121924
-34.937347,512,2996.41161
-77.06916,512,2996.411667
-98.97386,512,2996.930232
-75.334625,512,2999.554945
-97.0147,512,3005.033606
-53.875317,512,3005.720209
-89.9339,512,3008.468375
-51.934357,512,3009.484032
-28.669067,512,3010.771072
-78.16254,512,3010.771133
-89.51213,512,3011.299094
-84.056175,512,3013.860926
-103.85467,512,3019.21202
-58.740456,512,3019.884184
-96.60566,512,3022.549599
-46.284576,512,3023.575673
-35.447403,512,3024.867105
-64.050644,512,3024.867156
-58.594593,512,3025.396518
-51.136475,512,3027.97237
-95.7218,512,3033.325591
-68.38392,512,3033.996696
-112.93213,512,3036.756869
-39.031013,512,3037.788495
-53.121704,512,3039.073465
-53.366558,512,3039.07352
-41.48069,512,3039.598116
-45.55865,512,3042.194478
-93.97187,512,3047.540529
-68.146774,512,3048.202916
-82.60465,512,3050.884234
-72.22837,512,3051.890584
-46.635014,512,3053.160842
-60.489334,512,3053.160896
-46.325653,512,3053.681117
-43.358086,512,3056.251099
-110.148254,512,3061.537411
-69.79664,512,3062.199794
-55.381386,512,3064.901727
-65.29229,512,3065.953352
-69.256584,512,3067.292682
-98.461754,512,3067.292739
-76.63441,512,3067.849609
-106.22704,512,3070.441267
-123.59994,512,3075.798101
-68.57656,512,3076.471501
-59.056057,512,3079.126523
-46.046646,512,3080.158237
-86.279144,512,3081.444728
-71.41534,512,3081.444778
-89.17848,512,3081.986911
-153.9337,512,3084.546965
-111.426254,512,3089.901554
-79.70563,512,3090.564119
-55.277267,512,3093.300616
-54.296143,512,3094.361845
-92.73442,512,3095.692628
-131.41441,512,3095.692681
-112.01298,512,3096.239033
-93.20894,512,3098.909846
-71.731575,512,3104.307693
-102.20339,512,3104.970036
-51.465004,512,3107.627672
-61.360344,512,3108.645372
-92.96108,512,3109.94788
-90.54566,512,3109.947934
-80.64823,512,3110.471113
-80.75467,512,3113.026935
-64.039406,512,3118.505728
-99.49897,512,3119.185247
-52.105946,512,3121.911538
-59.451393,512,3122.923994
-88.60679,512,3124.229076
-100.09935,512,3124.229129
-66.31625,512,3124.776833
-71.61168,512,3127.485798
-53.542915,512,3132.94992
-76.72318,512,3133.618622
-60.34866,512,3136.303349
-80.276855,512,3137.327866
-56.774185,512,3138.630894
-104.185524,512,3138.630945
-46.29874,512,3139.151744
-82.354095,512,3141.730484
-33.936176,512,3147.072999
-65.89453,512,3147.746492
-57.65958,512,3150.463475
-74.26115,512,3151.482482
-67.55765,512,3152.786436
-95.711,512,3152.786496
-85.1358,512,3153.31455
-78.91435,512,3156.020547
-44.432247,512,3199.073468
-66.591385,512,3199.729916
-60.483803,512,3202.403706
-79.27759,512,3203.409302
-59.64427,512,3204.702141
-75.22286,512,3204.702188
-74.476585,512,3205.226894
-79.827286,512,3207.818335
-57.25751,512,3213.142234
-137.11467,512,3213.853861
-59.890255,512,3216.598482
-84.84423,512,3217.644232
-75.06307,512,3218.959819
-87.36133,512,3218.959871
-78.017914,512,3219.490633
-62.43959,512,3222.111734
-60.134907,512,3227.421491
-134.65892,512,3228.079788
-58.724407,512,3230.740194
-70.878265,512,3231.73713
-96.21003,512,3233.035314
-50.18145,512,3233.035366
-100.945145,512,3233.567537
-53.4308,512,3236.122992
-61.08974,512,3241.444589
-81.380646,512,3242.107911
-67.08889,512,3244.904126
-75.51182,512,3245.963092
-109.7996,512,3247.297148
-34.669262,512,3247.297205
-124.03117,512,3247.833271
-85.18548,512,3250.420422
-61.583374,512,3255.846006
-106.19482,512,3256.508595
-63.212894,512,3259.19387
-119.0477,512,3260.212948
-98.01854,512,3261.509787
-41.35572,512,3261.509851
-174.37906,512,3262.039857
-80.881996,512,3264.634454
-71.950386,512,3269.972905
-77.25304,512,3270.639299
-34.65292,512,3273.315708
-86.47758,512,3274.378305
-76.72898,512,3275.727088
-87.83697,512,3275.727148
-245.09866,512,3276.267533
-156.18147,512,3278.923634
-97.82479,512,3284.231381
-72.02899,512,3284.892
-25.671225,512,3287.540986
-86.473755,512,3288.577715
-62.04942,512,3289.863207
-87.76959,512,3289.863262
-249.33844,512,3290.392753
-132.74252,512,3292.969244
-78.30934,512,3298.293439
-110.94066,512,3298.964296
-51.251663,512,3301.641487
-79.159805,512,3302.638606
-46.85979,512,3303.962676
-87.892525,512,3303.962743
-247.72986,512,3304.488225
-141.89493,512,3307.21144
-60.054688,512,3312.674352
-103.338486,512,3313.342883
-77.74994,512,3316.038805
-54.468857,512,3317.048426
